No,accessions,anastomosis_group,host_common,host_scientific,host_groups,country,year,Comment
745,KX631376,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
746,KX631377,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
747,KX631378,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
748,KX631381,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
749,KX631382,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
750,KX631383,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
751,KX631384,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
752,KX631385,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
753,KX631392,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
754,KX631393,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
755,KX631394,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
756,KX631395,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
757,KX631396,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
758,KX631397,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
759,KX631398,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
760,KX631399,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
761,KX631400,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
762,KX631401,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
763,KX631402,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
764,KX631403,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
765,KX631404,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
766,KX631405,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
767,KX631406,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
768,KX631407,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
769,KX631408,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
770,KX631409,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
771,KX631410,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
772,KX631411,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
773,KX631412,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
774,KX631413,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
775,KX631414,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
776,KX631415,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
777,KX631416,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
778,KX631417,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
779,KX631418,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
780,KX631419,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
781,KX631420,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
782,KX650622,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
783,KX650623,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
784,KX650624,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
785,KX650625,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
786,KX650626,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
787,KX650627,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
788,KX650628,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
789,KX650629,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
790,KX650630,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
791,KX650631,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
792,KX650632,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
793,KX650633,AG3,Potato,Solanum tuberosum,Solanaceae,China,2015,Yang et al. 2017 (https://doi.org/10.1007/s12230-016-9535-3)
794,KX852461,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2006,Ahsan et al. 2017 (DOI: 10.1186/s13568-017-0351-z)
795,MG548644,AG3,Tomato,Solanum lycopersicum,Solanaceae,Pakistan,2015,Gondal et al. 2019 (doi: 10.1038/s41598-019-40043-5)
796,MG548645,AG3,Tomato,Solanum lycopersicum,Solanaceae,Pakistan,2015,Gondal et al. 2019 (doi: 10.1038/s41598-019-40043-5)
797,MG589761,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2018 (https://doi.org/10.1094/PDIS-02-18-0249-PDN)
798,MG844369,AG3,Tomato,Solanum lycopersicum,Solanaceae,Pakistan,2015,Gondal et al. 2019 (doi: 10.1038/s41598-019-40043-5)
799,MH714869,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2018,Xia B et al. 2019 (https://doi.org/10.1094/PDIS-08-18-1326-PDN)
800,MK084680,AG3,Lupin,Lupinus,Fabaceae,Canada,2015,Yu et al. 2021 (https://doi.org/10.1139/cjps-2021-0039)
801,MN160671,AG3,Soybean,Glycine max,Fabaceae,USA,2016,Kodati et al. 2022 (DOI: 10.1094/PDIS-04-21-0872-RE)
802,MN160672,AG3,Soybean,Glycine max,Fabaceae,USA,2016,Kodati et al. 2022 (DOI: 10.1094/PDIS-04-21-0872-RE)
803,MN258586,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
804,MN258591,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
805,MN258592,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
806,MN258593,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
807,MN258594,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
808,MN258595,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
809,MN258596,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
810,MN258597,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
811,MN258600,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
812,MN258601,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
813,MN258602,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
814,MN258604,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
815,MN258605,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
816,MN258606,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
817,MN258609,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
818,MN258610,AG3,Potato,Solanum tuberosum,Solanaceae,Jordan,2018,Jaradat et al. 2023 (doi: 10.3934/agrfood.2023006)
819,MN417231,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2018,Liu et al. 2020 (DOI: 10.12101/j.issn.1004-390X(n).201905052)
820,MT523021,AG3,Potato,Solanum tuberosum,Solanaceae,Mauritius,2019,Takooree et al. 2020 (https://doi.org/10.1094/PDIS-06-20-1183-PDN)
821,MT539327,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
822,MT539328,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
823,MT539329,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
824,MT539330,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
825,MT539331,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
826,MT539332,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
827,MT539333,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
828,MT539334,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
829,MT539335,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
830,MT539337,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
831,MT539338,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
832,MT539339,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
833,MT539340,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
834,MT539341,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
835,MT539342,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
836,MT539343,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
837,MT539347,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
838,MT539348,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
839,MT539349,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
840,MT539351,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
841,MT539352,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
842,MT539353,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
843,MT539354,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
844,MT539355,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
845,MT539357,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
846,MT539358,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
847,MT539360,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
848,MT539361,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
849,MT539362,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
850,MT539363,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
851,MT539365,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
852,MT539368,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
853,MT539369,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
854,MT539370,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
855,MT539371,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
856,MT874896,AG3,Sand bluestem,Andropogon hallii,Poaceae,USA,2017,Kodati et al. 2021 (https://doi.org/10.1371/journal.pone.0249335)
857,MT874897,AG3,Needle-and-thread,Hesperostipa comata,Poaceae,USA,2017,Kodati et al. 2021 (https://doi.org/10.1371/journal.pone.0249335)
858,MW717919,AG3,Potato,Solanum tuberosum,Solanaceae,Saudi Arabia,2018,El-Ganainy S. M. et al. 2022 (doi: 10.3390/jof8050468)
859,MW999148,AG3,Blackberry nightshade,Solanum nigrum,Solanaceae,Sweden,2018,Marcou et al. 2021 (doi: 10.3390/jof7050396)
860,MW999156,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2015,Marcou et al. 2021 (doi: 10.3390/jof7050396)
861,MW999157,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2015,Marcou et al. 2021 (doi: 10.3390/jof7050396)
862,MW999159,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2018,Marcou et al. 2021 (doi: 10.3390/jof7050396)
863,MW999160,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2018,Marcou et al. 2021 (doi: 10.3390/jof7050396)
864,MW999161,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2018,Marcou et al. 2021 (doi: 10.3390/jof7050396)
865,MW999162,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2018,Marcou et al. 2021 (doi: 10.3390/jof7050396)
866,MW999163,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2018,Marcou et al. 2021 (doi: 10.3390/jof7050396)
867,MW999164,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2018,Marcou et al. 2021 (doi: 10.3390/jof7050396)
868,MW999165,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2018,Marcou et al. 2021 (doi: 10.3390/jof7050396)
869,MW999166,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2020,Marcou et al. 2021 (doi: 10.3390/jof7050396)
870,MW999167,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2020,Marcou et al. 2021 (doi: 10.3390/jof7050396)
871,MW999169,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2020,Marcou et al. 2021 (doi: 10.3390/jof7050396)
872,MW999170,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2020,Marcou et al. 2021 (doi: 10.3390/jof7050396)
873,MW999171,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2020,Marcou et al. 2021 (doi: 10.3390/jof7050396)
874,MW999172,AG3,Carrot,Daucus carota,Apiaceae,Sweden,2020,Marcou et al. 2021 (doi: 10.3390/jof7050396)
875,MW999190,AG3,Potato,Solanum tuberosum,Solanaceae,Sweden,2017,Marcou et al. 2021 (doi: 10.3390/jof7050396)
876,MW999191,AG3,Potato,Solanum tuberosum,Solanaceae,Sweden,2017,Marcou et al. 2021 (doi: 10.3390/jof7050396)
877,MW999192,AG3,Potato,Solanum tuberosum,Solanaceae,Sweden,2017,Marcou et al. 2021 (doi: 10.3390/jof7050396)
878,MW999194,AG3,Potato,Solanum tuberosum,Solanaceae,Sweden,2017,Marcou et al. 2021 (doi: 10.3390/jof7050396)
879,MW999196,AG3,Potato,Solanum tuberosum,Solanaceae,Sweden,2018,Marcou et al. 2021 (doi: 10.3390/jof7050396)
880,MW999197,AG3,Potato,Solanum tuberosum,Solanaceae,Sweden,2018,Marcou et al. 2021 (doi: 10.3390/jof7050396)
881,MW999198,AG3,Potato,Solanum tuberosum,Solanaceae,Sweden,2018,Marcou et al. 2021 (doi: 10.3390/jof7050396)
882,MW999199,AG3,Potato,Solanum tuberosum,Solanaceae,Sweden,2020,Marcou et al. 2021 (doi: 10.3390/jof7050396)
883,MW999200,AG3,Potato,Solanum tuberosum,Solanaceae,Sweden,2020,Marcou et al. 2021 (doi: 10.3390/jof7050396)
884,MW999201,AG3,Potato,Solanum tuberosum,Solanaceae,Sweden,2020,Marcou et al. 2021 (doi: 10.3390/jof7050396)
885,MZ267689,AG3,Potato,Solanum tuberosum,Solanaceae,Egypt,2020,FAO 2021 (https://asplantprotection.org/wp-content/uploads/2021/12/ANEPPNEL-Newsletter-84-December-2021-English.pdf)
886,MZ831296,AG3,Potato,Solanum tuberosum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
887,MZ831297,AG3,Potato,Solanum tuberosum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
888,MZ831298,AG3,Potato,Solanum tuberosum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
889,MZ831299,AG3,Potato,Solanum tuberosum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
890,MZ836267,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
891,MZ836268,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
892,MZ836269,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
893,MZ836270,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
894,MZ836271,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
895,MZ836272,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
896,MZ836273,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
897,MZ836274,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
898,MZ836275,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
899,MZ836276,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
900,MZ836277,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
901,MZ836278,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
902,MZ836279,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
903,MZ836280,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
904,MZ836281,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
905,MZ836282,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
906,MZ836283,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
907,MZ836284,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
908,MZ836285,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
909,MZ836286,AG3,Tobacco,Nicotiana tabacum,Solanaceae,China,2017,Xu et al. 2022 (DOI: 10.1002/jobm.202200387)
910,OK275407,AG3,Potato,Solanum tuberosum,Solanaceae,Egypt,2020,Ismail A.M. 2021 (DOI 10.21608/ejp.2021.109535.1050)
911,OK287282,AG3,Kiwifruit,Actinidia deliciosa,Actinidiaceae,China,2021,Chen et al. 2022 (https://doi.org/10.3389/fmicb.2022.1069109)
912,OL353907,AG3,Potato,Solanum tuberosum,Solanaceae,Namibia,2021,Tjimune et al. 2021 (DOI: 10.1002/ndr2.12066)
913,OL353908,AG3,Potato,Solanum tuberosum,Solanaceae,Namibia,2021,Tjimune et al. 2021 (DOI: 10.1002/ndr2.12066)
914,OM868041,AG3,Rosemary,Salvia rosmarinus,Lamiaceae,Iran,2021,Shirazi et al. 2022 (J. Crop Prot. 2022 12 (4): 445-455)
